time,weather_code,temperature_2m_max,temperature_2m_min,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,apparent_temperature_max,apparent_temperature_min,showers_sum,rain_sum,snowfall_sum,et0_fao_evapotranspiration,temperature_2m_avg,temperature_range,precipitation_total,day_of_week,month,year,season,is_storm
2004-11-03,3,12.9,8.6,21.3,41.4,28,11.2,4.2,0.0,0.0,0.0,1.4,10.75,4.300000000000001,0.0,2,11,2004,autumn,1
2004-11-04,1,10.0,4.9,19.0,36.0,24,5.7,1.3,0.0,0.0,0.0,1.58,7.45,5.1,0.0,3,11,2004,autumn,1
2004-11-05,0,12.9,5.2,10.7,25.6,72,10.2,2.4,0.0,0.0,0.0,1.41,9.05,7.7,0.0,4,11,2004,autumn,1
2004-11-06,2,15.2,6.2,9.2,18.0,90,13.0,3.9,0.0,0.0,0.0,1.46,10.7,9.0,0.0,5,11,2004,autumn,0
2004-11-07,3,17.1,7.9,8.8,17.3,94,16.7,5.9,0.0,0.0,0.0,1.35,12.5,9.200000000000001,0.0,6,11,2004,autumn,0
2004-11-08,3,17.7,7.4,8.2,17.6,45,16.9,6.1,0.0,0.0,0.0,1.22,12.55,10.299999999999999,0.0,0,11,2004,autumn,0
2004-11-09,1,16.5,9.5,15.3,32.4,69,14.3,7.1,0.0,0.0,0.0,1.41,13.0,7.0,0.0,1,11,2004,autumn,1
2004-11-10,3,16.4,9.9,20.3,42.5,68,14.0,8.0,0.0,0.0,0.0,1.16,13.149999999999999,6.499999999999998,0.0,2,11,2004,autumn,1
2004-11-11,3,16.5,10.1,18.2,36.7,65,14.8,8.3,0.0,0.0,0.0,1.07,13.3,6.4,0.0,3,11,2004,autumn,1
2004-11-12,3,14.4,8.6,7.7,17.3,32,13.7,7.3,0.0,0.0,0.0,0.86,11.5,5.800000000000001,0.0,4,11,2004,autumn,0
2004-11-13,3,16.0,9.2,9.4,21.6,151,15.8,8.4,0.0,0.0,0.0,0.74,12.6,6.800000000000001,0.0,5,11,2004,autumn,1
2004-11-14,3,18.1,13.2,15.9,32.4,165,16.5,12.8,0.0,0.0,0.0,1.41,15.65,4.900000000000002,0.0,6,11,2004,autumn,1
2004-11-15,51,19.5,15.6,14.4,27.4,142,18.1,13.8,0.0,0.2,0.0,1.84,17.55,3.9000000000000004,0.2,0,11,2004,autumn,1
2004-11-16,53,16.8,12.7,25.2,47.2,203,15.8,10.4,0.0,3.0,0.0,0.61,14.75,4.100000000000001,3.0,1,11,2004,autumn,1
2004-11-17,3,12.5,7.2,16.5,35.6,315,10.6,3.0,0.0,0.0,0.0,1.01,9.85,5.3,0.0,2,11,2004,autumn,1
2004-11-18,3,12.8,6.9,31.3,60.5,235,7.3,3.4,0.0,0.0,0.0,2.01,9.850000000000001,5.9,0.0,3,11,2004,autumn,1
2004-11-19,3,13.9,12.0,40.4,77.0,198,8.9,6.7,0.0,0.0,0.0,1.97,12.95,1.9000000000000004,0.0,4,11,2004,autumn,1
2004-11-20,63,15.6,6.0,39.7,75.6,198,10.7,2.5,0.0,11.0,0.0,1.72,10.8,9.6,11.0,5,11,2004,autumn,1
2004-11-21,53,6.7,3.4,12.3,27.7,333,3.2,-0.3,0.0,1.2,0.0,0.89,5.05,3.3000000000000003,1.2,6,11,2004,autumn,1
2004-11-22,3,3.8,1.1,20.0,40.7,21,-0.4,-3.9,0.0,0.0,0.0,1.07,2.45,2.6999999999999997,0.0,0,11,2004,autumn,1
2004-11-23,2,2.3,-1.4,15.5,33.1,33,-2.0,-5.5,0.0,0.0,0.0,0.83,0.44999999999999996,3.6999999999999997,0.0,1,11,2004,autumn,1
2004-11-24,71,9.7,-1.3,19.9,50.4,129,7.9,-5.2,0.0,12.7,0.42,0.53,4.199999999999999,11.0,12.7,2,11,2004,autumn,1
2004-11-25,71,7.0,2.2,19.6,40.7,340,3.4,-2.0,0.0,0.8,0.21,0.66,4.6,4.8,0.8,3,11,2004,autumn,1
2004-11-26,71,1.9,0.1,14.2,30.6,358,-2.5,-3.9,0.0,0.0,0.07,0.62,1.0,1.7999999999999998,0.0,4,11,2004,autumn,1
2004-11-27,51,8.9,0.9,16.5,32.4,230,6.2,-2.8,0.0,0.8,0.0,0.61,4.9,8.0,0.8,5,11,2004,autumn,1
2004-11-28,51,9.5,4.1,12.8,26.6,259,7.0,1.0,0.0,1.4,0.0,0.58,6.8,5.4,1.4,6,11,2004,autumn,1
2004-11-29,51,9.2,4.1,13.8,29.2,241,6.4,0.8,0.0,1.3,0.0,0.76,6.6499999999999995,5.1,1.3,0,11,2004,autumn,1
2004-11-30,61,10.8,6.0,29.6,61.6,225,8.6,2.8,0.0,13.3,0.0,0.61,8.4,4.800000000000001,13.3,1,11,2004,autumn,1
2004-12-01,3,5.7,0.1,15.8,32.4,5,2.7,-3.3,0.0,0.0,0.0,0.53,2.9,5.6000000000000005,0.0,2,12,2004,winter,1
2004-12-02,3,8.0,-0.8,26.0,50.0,174,2.9,-4.3,0.0,0.0,0.0,0.88,3.6,8.8,0.0,3,12,2004,winter,1
2004-12-03,53,11.4,8.3,34.7,68.4,187,7.1,3.0,0.0,2.9,0.0,0.77,9.850000000000001,3.0999999999999996,2.9,4,12,2004,winter,1
2004-12-04,63,11.9,5.5,32.4,67.0,212,9.1,1.6,0.0,9.2,0.0,0.43,8.7,6.4,9.2,5,12,2004,winter,1
2004-12-05,3,6.6,4.5,15.1,29.2,300,2.5,0.9,0.0,0.0,0.0,0.79,5.55,2.0999999999999996,0.0,6,12,2004,winter,1
2004-12-06,3,8.7,5.7,17.1,32.8,226,5.1,2.5,0.0,0.0,0.0,0.98,7.199999999999999,2.999999999999999,0.0,0,12,2004,winter,1
2004-12-07,61,8.9,5.1,24.4,43.9,218,5.4,0.8,0.0,11.5,0.0,0.57,7.0,3.8000000000000007,11.5,1,12,2004,winter,1
2004-12-08,3,8.1,4.1,18.8,36.7,237,4.5,1.5,0.0,0.0,0.0,0.81,6.1,4.0,0.0,2,12,2004,winter,1
2004-12-09,55,7.8,4.1,15.5,31.3,258,4.5,0.9,0.0,7.1,0.0,0.48,5.949999999999999,3.7,7.1,3,12,2004,winter,1
2004-12-10,71,5.3,2.6,14.4,33.1,289,1.9,-0.3,0.0,1.5,0.07,0.48,3.95,2.6999999999999997,1.5,4,12,2004,winter,1
2004-12-11,71,2.4,-0.1,14.6,28.8,337,-0.5,-3.3,0.0,0.0,0.21,0.5,1.15,2.5,0.0,5,12,2004,winter,1
2004-12-12,71,8.4,-0.6,21.1,41.8,215,4.9,-3.7,0.0,4.1,0.14,0.52,3.9000000000000004,9.0,4.1,6,12,2004,winter,1
2004-12-13,53,8.4,3.1,23.7,45.0,288,4.9,-1.0,0.0,2.4,0.0,0.74,5.75,5.300000000000001,2.4,0,12,2004,winter,1
2004-12-14,71,2.6,-1.9,19.7,37.8,332,-1.5,-5.8,0.0,0.0,0.49,0.56,0.3500000000000001,4.5,0.0,1,12,2004,winter,1
2004-12-15,3,-1.8,-4.1,15.3,28.8,32,-6.1,-8.5,0.0,0.0,0.0,0.59,-2.9499999999999997,2.3,0.0,2,12,2004,winter,1
2004-12-16,3,-1.1,-4.6,8.0,16.9,77,-4.5,-8.6,0.0,0.0,0.0,0.39,-2.8499999999999996,3.4999999999999996,0.0,3,12,2004,winter,0
2004-12-17,3,5.5,-1.2,15.3,31.7,180,1.6,-4.7,0.0,0.0,0.0,0.79,2.15,6.7,0.0,4,12,2004,winter,1
2004-12-18,1,8.5,5.5,22.3,45.0,170,4.2,1.5,0.0,0.0,0.0,1.22,7.0,3.0,0.0,5,12,2004,winter,1
2004-12-19,3,10.1,7.2,14.3,32.0,128,7.1,4.1,0.0,0.0,0.0,0.99,8.65,2.8999999999999995,0.0,6,12,2004,winter,1
2004-12-20,3,10.4,7.1,11.2,23.8,124,7.6,4.3,0.0,0.0,0.0,0.82,8.75,3.3000000000000007,0.0,0,12,2004,winter,1
2004-12-21,51,8.6,2.9,13.4,25.2,275,6.9,-0.9,0.0,0.2,0.0,0.35,5.75,5.699999999999999,0.2,1,12,2004,winter,1
2004-12-22,3,2.6,-0.1,21.7,41.4,44,-1.2,-5.5,0.0,0.0,0.0,0.45,1.25,2.7,0.0,2,12,2004,winter,1
2004-12-23,73,4.6,0.4,20.0,40.7,57,2.0,-4.9,0.0,6.7,2.38,0.28,2.5,4.199999999999999,6.7,3,12,2004,winter,1
2004-12-24,3,5.9,1.6,10.4,21.2,147,3.6,-2.1,0.0,0.0,0.0,0.44,3.75,4.300000000000001,0.0,4,12,2004,winter,1
2004-12-25,3,8.3,1.3,15.3,31.0,201,5.1,-2.0,0.0,0.0,0.0,0.62,4.800000000000001,7.000000000000001,0.0,5,12,2004,winter,1
2004-12-26,1,9.6,4.4,10.0,19.1,167,7.1,1.5,0.0,0.0,0.0,0.75,7.0,5.199999999999999,0.0,6,12,2004,winter,0
2004-12-27,3,10.4,7.1,18.8,39.2,185,7.1,4.8,0.0,0.0,0.0,0.59,8.75,3.3000000000000007,0.0,0,12,2004,winter,1
2004-12-28,3,11.3,8.3,23.4,46.8,188,7.3,5.3,0.0,0.0,0.0,0.88,9.8,3.0,0.0,1,12,2004,winter,1
2004-12-29,51,11.7,9.8,16.4,32.4,178,9.7,6.7,0.0,0.2,0.0,0.74,10.75,1.8999999999999986,0.2,2,12,2004,winter,1
2004-12-30,3,12.2,6.7,10.9,23.8,215,10.5,4.8,0.0,0.0,0.0,0.71,9.45,5.499999999999999,0.0,3,12,2004,winter,1
2004-12-31,3,9.0,3.2,8.9,19.4,324,7.6,0.4,0.0,0.0,0.0,0.35,6.1,5.8,0.0,4,12,2004,winter,0
2005-01-01,51,5.7,2.0,10.0,22.7,53,2.8,-1.1,0.0,0.4,0.0,0.38,3.85,3.7,0.4,5,1,2005,winter,1
2005-01-02,71,4.1,1.5,10.9,22.7,331,1.6,-1.9,0.0,3.0,0.14,0.35,2.8,2.5999999999999996,3.0,6,1,2005,winter,1
2005-01-03,3,6.1,1.5,14.1,27.7,226,2.8,-1.3,0.0,0.0,0.0,0.47,3.8,4.6,0.0,0,1,2005,winter,1
2005-01-04,71,5.5,2.4,11.8,22.3,297,2.6,-0.1,0.0,2.4,0.07,0.54,3.95,3.1,2.4,1,1,2005,winter,1
2005-01-05,3,6.0,0.2,12.5,28.4,138,2.2,-3.1,0.0,0.0,0.0,0.66,3.1,5.8,0.0,2,1,2005,winter,1
2005-01-06,71,6.0,2.3,16.3,36.7,261,2.2,-1.0,0.0,1.1,0.07,0.51,4.15,3.7,1.1,3,1,2005,winter,1
2005-01-07,3,6.7,1.6,8.3,17.6,264,3.6,-0.9,0.0,0.0,0.0,0.63,4.15,5.1,0.0,4,1,2005,winter,0
2005-01-08,3,8.0,1.3,20.4,38.5,222,3.9,-1.9,0.0,0.0,0.0,0.73,4.65,6.7,0.0,5,1,2005,winter,1
2005-01-09,3,9.1,7.3,32.1,61.2,214,4.0,2.7,0.0,0.0,0.0,1.05,8.2,1.7999999999999998,0.0,6,1,2005,winter,1
2005-01-10,3,8.0,5.9,25.1,49.3,265,4.7,1.6,0.0,0.0,0.0,1.05,6.95,2.0999999999999996,0.0,0,1,2005,winter,1
2005-01-11,3,9.1,5.0,19.1,37.1,241,5.9,1.7,0.0,0.0,0.0,0.46,7.05,4.1,0.0,1,1,2005,winter,1
2005-01-12,51,9.1,5.8,13.2,26.6,249,6.6,3.2,0.0,1.0,0.0,0.61,7.449999999999999,3.3,1.0,2,1,2005,winter,1
2005-01-13,3,9.8,3.4,8.2,16.9,135,8.7,1.5,0.0,0.0,0.0,0.56,6.6000000000000005,6.4,0.0,3,1,2005,winter,0
2005-01-14,3,10.7,3.0,9.9,18.4,128,8.8,0.4,0.0,0.0,0.0,0.72,6.85,7.699999999999999,0.0,4,1,2005,winter,0
2005-01-15,3,7.9,3.9,9.4,17.3,245,6.1,1.1,0.0,0.0,0.0,0.39,5.9,4.0,0.0,5,1,2005,winter,0
2005-01-16,51,6.9,4.1,15.9,31.3,27,3.3,0.8,0.0,0.7,0.0,0.47,5.5,2.8000000000000007,0.7,6,1,2005,winter,1
2005-01-17,3,8.2,3.6,24.1,49.0,58,3.2,-0.2,0.0,0.0,0.0,0.82,5.8999999999999995,4.6,0.0,0,1,2005,winter,1
2005-01-18,3,7.4,3.1,21.1,42.1,65,3.1,-0.9,0.0,0.0,0.0,0.75,5.25,4.300000000000001,0.0,1,1,2005,winter,1
2005-01-19,1,7.5,0.8,13.5,28.8,74,4.0,-2.8,0.0,0.0,0.0,0.81,4.15,6.7,0.0,2,1,2005,winter,1
2005-01-20,3,8.9,-0.5,13.2,23.8,156,6.5,-3.7,0.0,0.0,0.0,0.86,4.2,9.4,0.0,3,1,2005,winter,1
2005-01-21,51,10.5,7.7,35.1,68.0,176,4.7,3.2,0.0,0.1,0.0,1.63,9.1,2.8,0.1,4,1,2005,winter,1
2005-01-22,51,10.7,7.5,30.3,61.6,176,6.1,4.2,0.0,0.2,0.0,1.44,9.1,3.1999999999999993,0.2,5,1,2005,winter,1
2005-01-23,71,7.0,2.8,15.5,29.5,330,5.2,-1.2,0.0,7.3,0.07,0.31,4.9,4.2,7.3,6,1,2005,winter,1
2005-01-24,71,4.2,1.4,23.3,46.4,321,-0.9,-2.7,0.0,0.8,0.28,0.82,2.8,2.8000000000000003,0.8,0,1,2005,winter,1
2005-01-25,3,6.5,0.0,19.1,37.8,98,1.9,-3.2,0.0,0.0,0.0,1.1,3.25,6.5,0.0,1,1,2005,winter,1
2005-01-26,71,10.1,3.9,22.5,45.0,93,6.4,-1.0,0.0,0.8,0.28,1.31,7.0,6.199999999999999,0.8,2,1,2005,winter,1
2005-01-27,3,12.1,7.4,18.0,40.3,115,8.4,3.5,0.0,0.0,0.0,1.5,9.75,4.699999999999999,0.0,3,1,2005,winter,1
2005-01-28,53,10.4,7.2,13.3,31.0,175,8.7,5.2,0.0,6.3,0.0,0.68,8.8,3.2,6.3,4,1,2005,winter,1
2005-01-29,61,10.6,6.7,16.2,57.6,90,8.7,3.3,0.0,9.3,0.0,0.41,8.65,3.8999999999999995,9.3,5,1,2005,winter,1
2005-01-30,61,10.3,7.4,13.0,29.9,146,9.3,4.8,0.0,13.4,0.0,0.39,8.850000000000001,2.9000000000000004,13.4,6,1,2005,winter,1
2005-01-31,51,7.1,-0.3,19.6,40.0,244,3.5,-3.5,0.0,0.9,0.0,0.54,3.4,7.3999999999999995,0.9,0,1,2005,winter,1
2005-02-01,71,4.6,-0.1,12.1,26.6,70,0.7,-3.9,0.0,0.2,0.42,0.63,2.25,4.699999999999999,0.2,1,2,2005,winter,1
2005-02-02,3,6.2,0.9,9.4,17.6,85,3.1,-2.1,0.0,0.0,0.0,0.88,3.5500000000000003,5.3,0.0,2,2,2005,winter,0
2005-02-03,71,6.7,-1.4,24.0,44.6,72,2.5,-7.6,0.0,0.0,0.14,1.04,2.6500000000000004,8.1,0.0,3,2,2005,winter,1
2005-02-04,3,1.2,-3.9,34.7,70.2,66,-6.7,-11.5,0.0,0.0,0.0,1.21,-1.35,5.1,0.0,4,2,2005,winter,1
2005-02-05,2,-1.1,-7.4,38.4,75.6,59,-9.7,-15.1,0.0,0.0,0.0,1.05,-4.25,6.300000000000001,0.0,5,2,2005,winter,1
2005-02-06,2,-1.3,-7.8,33.8,68.0,64,-9.4,-15.7,0.0,0.0,0.0,1.1,-4.55,6.5,0.0,6,2,2005,winter,1
2005-02-07,0,-0.8,-7.2,32.3,64.4,53,-8.7,-14.6,0.0,0.0,0.0,1.23,-4.0,6.4,0.0,0,2,2005,winter,1
2005-02-08,0,-0.9,-8.3,25.3,49.7,39,-8.0,-14.6,0.0,0.0,0.0,1.29,-4.6000000000000005,7.4,0.0,1,2,2005,winter,1
2005-02-09,0,-0.2,-7.5,22.6,45.7,33,-6.9,-13.1,0.0,0.0,0.0,1.32,-3.85,7.3,0.0,2,2,2005,winter,1
2005-02-10,1,-0.5,-7.5,18.3,37.4,31,-6.4,-12.3,0.0,0.0,0.0,1.16,-4.0,7.0,0.0,3,2,2005,winter,1
2005-02-11,3,-1.1,-7.2,10.2,24.8,32,-5.0,-11.8,0.0,0.0,0.0,0.81,-4.15,6.1,0.0,4,2,2005,winter,1
2005-02-12,3,3.0,-2.6,6.6,17.6,337,0.1,-6.0,0.0,0.0,0.0,0.94,0.19999999999999996,5.6,0.0,5,2,2005,winter,0
2005-02-13,51,6.9,-1.1,29.1,59.0,166,0.8,-4.6,0.0,0.7,0.0,1.48,2.9000000000000004,8.0,0.7,6,2,2005,winter,1
2005-02-14,51,9.3,6.5,33.5,65.2,169,3.3,0.7,0.0,1.3,0.0,2.27,7.9,2.8000000000000007,1.3,0,2,2005,winter,1
2005-02-15,3,12.5,6.9,29.6,57.2,152,8.8,3.2,0.0,0.0,0.0,2.33,9.7,5.6,0.0,1,2,2005,winter,1
2005-02-16,3,12.5,7.1,17.6,38.5,115,8.8,3.8,0.0,0.0,0.0,1.91,9.8,5.4,0.0,2,2,2005,winter,1
2005-02-17,3,12.0,7.6,24.5,49.7,169,7.7,5.1,0.0,0.0,0.0,1.58,9.8,4.4,0.0,3,2,2005,winter,1
2005-02-18,61,10.1,7.0,12.8,25.6,181,9.2,4.2,0.0,11.4,0.0,0.52,8.55,3.0999999999999996,11.4,4,2,2005,winter,1
2005-02-19,3,8.0,5.9,18.2,38.5,232,4.7,2.6,0.0,0.0,0.0,0.88,6.95,2.0999999999999996,0.0,5,2,2005,winter,1
2005-02-20,53,8.1,4.9,15.4,40.0,237,4.5,2.2,0.0,1.9,0.0,1.11,6.5,3.1999999999999993,1.9,6,2,2005,winter,1
2005-02-21,3,6.3,1.3,10.5,24.1,300,3.0,-1.2,0.0,0.0,0.0,0.99,3.8,5.0,0.0,0,2,2005,winter,1
2005-02-22,3,7.9,1.2,11.5,25.2,81,4.6,-1.4,0.0,0.0,0.0,1.14,4.55,6.7,0.0,1,2,2005,winter,1
2005-02-23,3,10.1,1.9,19.4,38.9,76,5.9,-1.9,0.0,0.0,0.0,1.52,6.0,8.2,0.0,2,2,2005,winter,1
2005-02-24,3,8.1,0.9,21.9,45.4,73,3.3,-3.8,0.0,0.0,0.0,1.42,4.5,7.199999999999999,0.0,3,2,2005,winter,1
2005-02-25,53,9.5,2.6,16.4,29.9,152,7.0,-1.4,0.0,1.6,0.0,1.01,6.05,6.9,1.6,4,2,2005,winter,1
2005-02-26,51,9.8,5.1,19.8,40.3,207,6.8,3.0,0.0,0.1,0.0,0.95,7.45,4.700000000000001,0.1,5,2,2005,winter,1
2005-02-27,55,10.0,6.7,32.5,64.1,181,6.4,3.8,0.0,3.6,0.0,0.88,8.35,3.3,3.6,6,2,2005,winter,1
2005-02-28,61,9.8,1.3,35.8,72.4,225,4.6,-3.7,0.0,12.3,0.0,1.33,5.550000000000001,8.5,12.3,0,2,2005,winter,1
2005-03-01,3,0.9,-2.5,19.0,35.3,315,-3.6,-7.0,0.0,0.0,0.0,1.37,-0.8,3.4,0.0,1,3,2005,spring,1
2005-03-02,73,1.8,-2.8,28.3,56.2,55,-4.9,-8.8,0.0,0.0,1.33,1.23,-0.4999999999999999,4.6,0.0,2,3,2005,spring,1
2005-03-03,73,1.3,-1.0,25.9,50.8,55,-4.8,-6.8,0.0,0.1,4.2,0.65,0.15000000000000002,2.3,0.1,3,3,2005,spring,1
2005-03-04,73,0.9,-1.8,20.1,38.2,3,-3.1,-6.6,0.0,0.0,3.15,0.8,-0.45,2.7,0.0,4,3,2005,spring,1
2005-03-05,3,7.0,-1.0,14.8,27.7,106,3.2,-4.3,0.0,0.0,0.0,1.4,3.0,8.0,0.0,5,3,2005,spring,1
2005-03-06,53,11.0,3.3,22.9,49.0,136,7.7,-0.8,0.0,1.7,0.0,1.26,7.15,7.7,1.7,6,3,2005,spring,1
2005-03-07,53,10.0,3.6,19.1,40.7,209,6.9,1.2,0.0,1.7,0.0,1.41,6.8,6.4,1.7,0,3,2005,spring,1
2005-03-08,63,9.9,3.7,10.5,20.5,325,7.9,0.6,0.0,12.8,0.0,1.21,6.800000000000001,6.2,12.8,1,3,2005,spring,1
2005-03-09,73,5.1,1.8,20.1,42.1,269,-0.3,-2.4,0.0,0.6,2.52,1.36,3.4499999999999997,3.3,0.6,2,3,2005,spring,1
2005-03-10,3,4.4,-1.8,17.9,38.2,275,-0.2,-5.4,0.0,0.0,0.0,1.44,1.3000000000000003,6.2,0.0,3,3,2005,spring,1
2005-03-11,73,0.8,-1.2,16.8,39.2,299,-3.0,-6.0,0.0,0.0,3.78,1.36,-0.19999999999999996,2.0,0.0,4,3,2005,spring,1
2005-03-12,71,5.5,-3.5,30.5,58.3,209,-0.6,-7.8,0.0,0.0,0.14,1.7,1.0,9.0,0.0,5,3,2005,spring,1
2005-03-13,2,9.9,5.8,35.8,69.1,191,4.1,-0.4,0.0,0.0,0.0,2.05,7.85,4.1000000000000005,0.0,6,3,2005,spring,1
2005-03-14,53,10.2,2.8,26.8,52.2,246,7.4,-0.6,0.0,2.3,0.0,1.94,6.5,7.3999999999999995,2.3,0,3,2005,spring,1
2005-03-15,3,7.6,0.1,9.6,20.5,303,4.8,-2.5,0.0,0.0,0.0,2.02,3.8499999999999996,7.5,0.0,1,3,2005,spring,1
2005-03-16,51,8.5,1.2,22.0,42.1,246,3.7,-2.1,0.0,0.5,0.0,1.43,4.85,7.3,0.5,2,3,2005,spring,1
2005-03-17,53,8.2,1.1,30.3,56.9,219,3.5,-2.4,0.0,2.8,0.0,1.13,4.6499999999999995,7.1,2.8,3,3,2005,spring,1
2005-03-18,61,9.5,7.4,37.1,72.4,200,5.7,1.6,0.0,12.7,0.0,1.1,8.45,2.0999999999999996,12.7,4,3,2005,spring,1
2005-03-19,55,9.3,2.4,31.5,63.0,250,5.5,-2.5,0.0,9.2,0.0,0.64,5.8500000000000005,6.9,9.2,5,3,2005,spring,1
2005-03-20,71,2.0,-1.1,26.4,52.9,286,-2.7,-7.6,0.0,0.0,0.56,1.67,0.44999999999999996,3.1,0.0,6,3,2005,spring,1
2005-03-21,71,4.0,-0.5,26.7,49.0,260,-1.3,-5.3,0.0,0.0,0.21,1.82,1.75,4.5,0.0,0,3,2005,spring,1
2005-03-22,71,3.6,-1.6,18.0,36.0,285,-0.8,-5.0,0.0,0.0,0.07,1.77,1.0,5.2,0.0,1,3,2005,spring,1
2005-03-23,71,3.5,-1.7,16.5,33.5,336,-0.5,-5.5,0.0,0.4,0.42,1.55,0.9,5.2,0.4,2,3,2005,spring,1
2005-03-24,73,3.7,-1.7,20.0,41.4,311,-1.1,-5.7,0.0,0.0,0.7,1.76,1.0,5.4,0.0,3,3,2005,spring,1
2005-03-25,3,4.7,-1.8,9.0,21.6,322,1.3,-5.1,0.0,0.0,0.0,1.89,1.4500000000000002,6.5,0.0,4,3,2005,spring,1
2005-03-26,3,7.0,-0.7,27.5,55.4,206,1.7,-4.6,0.0,0.0,0.0,2.13,3.15,7.7,0.0,5,3,2005,spring,1
2005-03-27,51,10.4,4.9,16.9,36.4,209,7.2,1.1,0.0,1.5,0.0,2.01,7.65,5.5,1.5,6,3,2005,spring,1
2005-03-28,55,10.9,5.2,22.7,46.4,189,7.1,2.6,0.0,3.7,0.0,1.54,8.05,5.7,3.7,0,3,2005,spring,1
2005-03-29,73,9.1,1.5,25.5,52.2,54,7.7,-3.4,0.0,16.5,0.42,0.72,5.3,7.6,16.5,1,3,2005,spring,1
2005-03-30,2,6.1,-1.3,20.9,44.3,47,1.7,-6.6,0.0,0.0,0.0,2.16,2.4,7.3999999999999995,0.0,2,3,2005,spring,1
2005-03-31,3,6.1,-1.0,24.1,49.7,45,0.1,-5.9,0.0,0.0,0.0,2.11,2.55,7.1,0.0,3,3,2005,spring,1
2005-04-01,3,6.4,-0.4,31.2,63.0,44,-0.1,-6.6,0.0,0.0,0.0,2.57,3.0,6.800000000000001,0.0,4,4,2005,spring,1
2005-04-02,3,7.5,0.1,34.5,69.1,53,0.7,-6.1,0.0,0.0,0.0,2.66,3.8,7.4,0.0,5,4,2005,spring,1
2005-04-03,3,7.8,1.5,34.5,70.2,61,1.3,-5.1,0.0,0.0,0.0,2.48,4.65,6.3,0.0,6,4,2005,spring,1
2005-04-04,0,9.1,0.6,15.8,32.8,6,5.8,-3.4,0.0,0.0,0.0,2.63,4.85,8.5,0.0,0,4,2005,spring,1
2005-04-05,3,10.9,1.8,13.4,27.0,253,8.5,-1.6,0.0,0.0,0.0,2.36,6.3500000000000005,9.1,0.0,1,4,2005,spring,1
2005-04-06,2,12.8,4.0,11.3,24.1,281,11.0,1.6,0.0,0.0,0.0,2.43,8.4,8.8,0.0,2,4,2005,spring,1
2005-04-07,3,13.2,3.0,7.2,18.4,352,13.2,0.6,0.0,0.0,0.0,2.88,8.1,10.2,0.0,3,4,2005,spring,0
2005-04-08,3,16.5,4.7,10.1,26.3,95,14.9,2.1,0.0,0.0,0.0,3.0,10.6,11.8,0.0,4,4,2005,spring,1
2005-04-09,3,17.8,6.3,9.5,20.9,106,16.9,3.6,0.0,0.0,0.0,3.01,12.05,11.5,0.0,5,4,2005,spring,1
2005-04-10,3,18.1,6.8,7.1,17.6,56,19.8,4.8,0.0,0.0,0.0,3.33,12.450000000000001,11.3,0.0,6,4,2005,spring,0
2005-04-11,0,19.1,11.0,6.4,15.5,18,20.9,10.6,0.0,0.0,0.0,3.51,15.05,8.100000000000001,0.0,0,4,2005,spring,0
2005-04-12,3,18.9,12.9,8.7,16.6,317,20.5,11.9,0.0,0.0,0.0,3.56,15.899999999999999,5.999999999999998,0.0,1,4,2005,spring,0
2005-04-13,3,22.8,11.0,23.0,46.1,77,21.5,9.3,0.0,0.0,0.0,4.13,16.9,11.8,0.0,2,4,2005,spring,1
2005-04-14,53,18.1,11.2,21.3,47.9,139,16.3,10.3,0.0,0.9,0.0,2.91,14.65,6.900000000000002,0.9,3,4,2005,spring,1
2005-04-15,63,16.3,9.9,13.4,33.1,207,15.9,8.7,0.0,10.1,0.0,2.22,13.100000000000001,6.4,10.1,4,4,2005,spring,1
2005-04-16,3,13.9,7.6,19.3,41.8,204,12.7,5.8,0.0,0.0,0.0,2.51,10.75,6.300000000000001,0.0,5,4,2005,spring,1
2005-04-17,53,14.0,10.1,30.1,63.4,200,10.4,7.6,0.0,1.4,0.0,1.78,12.05,3.9000000000000004,1.4,6,4,2005,spring,1
2005-04-18,3,16.8,11.0,29.5,58.7,183,13.9,8.6,0.0,0.0,0.0,3.03,13.9,5.800000000000001,0.0,0,4,2005,spring,1
2005-04-19,63,13.5,10.2,27.8,48.2,187,11.2,6.8,0.0,16.5,0.0,1.11,11.85,3.3000000000000007,16.5,1,4,2005,spring,1
2005-04-20,55,13.8,10.4,33.1,68.0,207,9.5,6.4,0.0,3.6,0.0,2.08,12.100000000000001,3.4000000000000004,3.6,2,4,2005,spring,1
2005-04-21,3,17.1,10.9,18.8,40.0,193,15.7,7.9,0.0,0.0,0.0,3.69,14.0,6.200000000000001,0.0,3,4,2005,spring,1
2005-04-22,3,20.5,10.7,22.2,44.3,160,18.6,8.7,0.0,0.0,0.0,3.81,15.6,9.8,0.0,4,4,2005,spring,1
2005-04-23,61,14.8,9.1,14.0,35.6,318,13.6,6.9,0.0,7.8,0.0,2.15,11.95,5.700000000000001,7.8,5,4,2005,spring,1
2005-04-24,51,12.8,8.0,12.5,27.4,337,10.2,5.3,0.0,0.3,0.0,2.6,10.4,4.800000000000001,0.3,6,4,2005,spring,1
2005-04-25,3,15.6,6.1,20.2,41.8,69,12.9,3.3,0.0,0.0,0.0,2.86,10.85,9.5,0.0,0,4,2005,spring,1
2005-04-26,3,16.2,7.1,16.2,32.0,82,14.0,5.0,0.0,0.0,0.0,2.93,11.649999999999999,9.1,0.0,1,4,2005,spring,1
