time,weather_code,temperature_2m_max,temperature_2m_min,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,apparent_temperature_max,apparent_temperature_min,showers_sum,rain_sum,snowfall_sum,et0_fao_evapotranspiration,temperature_2m_avg,temperature_range,precipitation_total,day_of_week,month,year,season,is_storm
2009-10-09,3,20.0,14.8,8.0,21.6,246,20.0,15.0,0.0,0.0,0.0,2.11,17.4,5.199999999999999,0.0,4,10,2009,autumn,1
2009-10-10,3,22.2,12.9,8.0,19.8,10,22.2,13.3,0.0,0.0,0.0,2.19,17.55,9.299999999999999,0.0,5,10,2009,autumn,0
2009-10-11,1,21.7,15.1,8.9,23.8,117,22.3,15.4,0.0,0.0,0.0,2.07,18.4,6.6,0.0,6,10,2009,autumn,1
2009-10-12,2,22.0,14.4,17.0,38.5,176,21.6,14.6,0.0,0.0,0.0,2.28,18.2,7.6,0.0,0,10,2009,autumn,1
2009-10-13,0,25.2,17.5,22.7,46.4,157,23.5,18.3,0.0,0.0,0.0,3.03,21.35,7.699999999999999,0.0,1,10,2009,autumn,1
2009-10-14,51,23.3,16.7,20.9,41.8,208,22.8,17.3,0.0,0.5,0.0,2.82,20.0,6.600000000000001,0.5,2,10,2009,autumn,1
2009-10-15,53,20.0,15.1,13.5,25.9,35,19.0,14.5,0.0,4.1,0.0,2.03,17.55,4.9,4.1,3,10,2009,autumn,1
2009-10-16,3,23.0,14.6,13.4,28.8,113,23.2,14.3,0.0,0.0,0.0,2.35,18.8,8.4,0.0,4,10,2009,autumn,1
2009-10-17,3,23.9,16.4,18.0,39.6,177,23.1,17.2,0.0,0.0,0.0,2.47,20.15,7.5,0.0,5,10,2009,autumn,1
2009-10-18,3,26.0,15.9,11.9,26.6,99,25.6,16.4,0.0,0.0,0.0,2.42,20.95,10.1,0.0,6,10,2009,autumn,1
2009-10-19,3,26.1,15.1,11.2,23.4,58,25.7,16.2,0.0,0.0,0.0,2.61,20.6,11.000000000000002,0.0,0,10,2009,autumn,1
2009-10-20,3,26.3,16.9,10.9,23.8,87,26.1,17.2,0.0,0.0,0.0,2.46,21.6,9.400000000000002,0.0,1,10,2009,autumn,1
2009-10-21,3,25.4,16.7,10.2,24.1,354,25.2,17.3,0.0,0.0,0.0,2.14,21.049999999999997,8.7,0.0,2,10,2009,autumn,1
2009-10-22,53,18.7,14.5,10.9,24.8,322,19.0,14.6,0.0,4.0,0.0,0.98,16.6,4.199999999999999,4.0,3,10,2009,autumn,1
2009-10-23,3,20.7,13.9,9.5,20.2,72,21.1,13.9,0.0,0.0,0.0,1.17,17.3,6.799999999999999,0.0,4,10,2009,autumn,1
2009-10-24,3,20.8,13.3,8.4,16.2,115,22.1,13.1,0.0,0.0,0.0,1.77,17.05,7.5,0.0,5,10,2009,autumn,0
2009-10-25,3,19.5,12.8,21.4,41.0,27,17.9,8.6,0.0,0.0,0.0,1.7,16.15,6.699999999999999,0.0,6,10,2009,autumn,1
2009-10-26,2,15.1,9.5,30.1,59.4,64,10.0,5.1,0.0,0.0,0.0,2.61,12.3,5.6,0.0,0,10,2009,autumn,1
2009-10-27,1,17.8,8.2,16.4,33.1,72,16.1,5.0,0.0,0.0,0.0,1.78,13.0,9.600000000000001,0.0,1,10,2009,autumn,1
2009-10-28,3,14.8,11.0,14.5,30.6,270,13.1,10.3,0.0,0.0,0.0,1.25,12.9,3.8000000000000007,0.0,2,10,2009,autumn,1
2009-10-29,3,13.0,9.2,20.1,41.8,284,11.3,7.8,0.0,0.0,0.0,1.35,11.1,3.8000000000000007,0.0,3,10,2009,autumn,1
2009-10-30,3,12.9,7.8,13.1,27.0,10,9.5,5.7,0.0,0.0,0.0,1.43,10.35,5.1000000000000005,0.0,4,10,2009,autumn,1
2009-10-31,3,10.8,6.5,20.2,40.0,20,6.4,2.2,0.0,0.0,0.0,1.48,8.65,4.300000000000001,0.0,5,10,2009,autumn,1
2009-11-01,73,7.3,3.4,23.7,47.5,27,2.2,-1.6,0.0,2.4,0.84,0.97,5.35,3.9,2.4,6,11,2009,autumn,1
2009-11-02,73,4.8,2.7,27.8,52.6,31,-0.9,-2.7,0.0,1.8,2.45,0.62,3.75,2.0999999999999996,1.8,0,11,2009,autumn,1
2009-11-03,73,6.0,2.3,24.6,43.6,44,3.8,-3.0,0.0,0.3,2.24,0.42,4.15,3.7,0.3,1,11,2009,autumn,1
2009-11-04,51,13.5,3.4,17.8,35.6,90,10.8,0.9,0.0,1.8,0.0,0.97,8.45,10.1,1.8,2,11,2009,autumn,1
2009-11-05,61,15.1,12.9,20.0,55.4,151,14.0,10.4,0.0,12.9,0.0,0.77,14.0,2.1999999999999993,12.9,3,11,2009,autumn,1
2009-11-06,3,17.1,12.0,12.0,23.8,162,17.2,11.7,0.0,0.0,0.0,1.21,14.55,5.100000000000001,0.0,4,11,2009,autumn,1
2009-11-07,3,16.5,10.0,13.6,26.6,79,14.9,8.2,0.0,0.0,0.0,1.25,13.25,6.5,0.0,5,11,2009,autumn,1
2009-11-08,3,18.9,10.1,15.2,29.5,78,17.0,8.2,0.0,0.0,0.0,1.65,14.5,8.799999999999999,0.0,6,11,2009,autumn,1
2009-11-09,2,19.4,9.7,13.0,28.1,78,17.6,7.3,0.0,0.0,0.0,1.6,14.549999999999999,9.7,0.0,0,11,2009,autumn,1
2009-11-10,3,16.9,10.9,11.7,25.6,93,16.5,9.6,0.0,0.0,0.0,1.13,13.899999999999999,5.999999999999998,0.0,1,11,2009,autumn,1
2009-11-11,3,19.8,12.9,12.3,27.4,103,18.4,11.4,0.0,0.0,0.0,1.72,16.35,6.9,0.0,2,11,2009,autumn,1
2009-11-12,53,15.8,11.1,11.5,29.5,168,15.4,10.3,0.0,2.2,0.0,0.91,13.45,4.700000000000001,2.2,3,11,2009,autumn,1
2009-11-13,55,14.8,10.7,10.0,27.0,238,14.3,9.5,0.0,7.3,0.0,0.6,12.75,4.100000000000001,7.3,4,11,2009,autumn,1
2009-11-14,53,11.2,8.5,12.0,23.4,310,10.1,6.6,0.0,4.4,0.0,0.46,9.85,2.6999999999999993,4.4,5,11,2009,autumn,1
2009-11-15,51,11.2,5.4,10.2,22.0,48,8.3,3.6,0.0,0.1,0.0,1.04,8.3,5.799999999999999,0.1,6,11,2009,autumn,1
2009-11-16,55,13.0,6.6,16.6,36.4,161,10.3,4.6,0.0,7.0,0.0,0.96,9.8,6.4,7.0,0,11,2009,autumn,1
2009-11-17,51,10.3,7.5,10.0,21.2,320,8.9,5.2,0.0,0.5,0.0,0.54,8.9,2.8000000000000007,0.5,1,11,2009,autumn,1
2009-11-18,3,10.0,6.7,14.4,28.8,344,7.4,4.5,0.0,0.0,0.0,0.61,8.35,3.3,0.0,2,11,2009,autumn,1
2009-11-19,61,12.6,6.1,15.6,32.8,223,10.9,4.4,0.0,3.3,0.0,0.46,9.35,6.5,3.3,3,11,2009,autumn,1
2009-11-20,61,12.5,8.6,22.3,45.7,296,10.4,5.4,0.0,5.2,0.0,0.99,10.55,3.9000000000000004,5.2,4,11,2009,autumn,1
2009-11-21,51,9.4,7.2,15.2,30.2,331,6.1,4.8,0.0,0.1,0.0,0.7,8.3,2.2,0.1,5,11,2009,autumn,1
2009-11-22,53,12.7,8.1,21.5,46.1,250,10.4,5.9,0.0,3.2,0.0,0.72,10.399999999999999,4.6,3.2,6,11,2009,autumn,1
2009-11-23,3,10.7,7.3,8.4,15.5,282,8.9,5.0,0.0,0.0,0.0,0.79,9.0,3.3999999999999995,0.0,0,11,2009,autumn,0
2009-11-24,3,13.7,9.2,21.6,44.6,188,11.0,7.4,0.0,0.0,0.0,0.93,11.45,4.5,0.0,1,11,2009,autumn,1
2009-11-25,55,12.0,9.3,13.2,23.8,271,10.5,7.4,0.0,1.7,0.0,0.64,10.65,2.6999999999999993,1.7,2,11,2009,autumn,1
2009-11-26,51,10.4,7.6,13.4,29.5,299,8.0,5.6,0.0,0.2,0.0,0.73,9.0,2.8000000000000007,0.2,3,11,2009,autumn,1
2009-11-27,3,12.4,8.1,20.6,42.1,191,9.3,6.3,0.0,0.0,0.0,0.8,10.25,4.300000000000001,0.0,4,11,2009,autumn,1
2009-11-28,3,13.3,10.6,15.9,32.4,178,10.8,8.4,0.0,0.0,0.0,0.99,11.95,2.700000000000001,0.0,5,11,2009,autumn,1
2009-11-29,3,13.2,10.2,16.0,33.1,184,10.9,8.4,0.0,0.0,0.0,0.73,11.7,3.0,0.0,6,11,2009,autumn,1
2009-11-30,53,13.1,11.0,13.7,30.2,195,11.7,9.9,0.0,2.0,0.0,0.59,12.05,2.0999999999999996,2.0,0,11,2009,autumn,1
2009-12-01,3,13.6,8.4,11.6,25.6,120,12.5,6.6,0.0,0.0,0.0,0.75,11.0,5.199999999999999,0.0,1,12,2009,winter,1
2009-12-02,0,14.2,4.8,11.7,22.3,84,12.4,2.3,0.0,0.0,0.0,0.94,9.5,9.399999999999999,0.0,2,12,2009,winter,1
2009-12-03,0,13.1,4.3,13.1,27.0,82,10.0,1.0,0.0,0.0,0.0,1.04,8.7,8.8,0.0,3,12,2009,winter,1
2009-12-04,3,13.6,7.4,14.7,32.4,139,11.5,4.4,0.0,0.0,0.0,0.82,10.5,6.199999999999999,0.0,4,12,2009,winter,1
2009-12-05,51,13.4,9.1,10.6,23.4,158,12.8,8.1,0.0,0.4,0.0,0.61,11.25,4.300000000000001,0.4,5,12,2009,winter,1
2009-12-06,3,11.6,7.0,14.9,28.4,59,8.9,3.6,0.0,0.0,0.0,0.74,9.3,4.6,0.0,6,12,2009,winter,1
2009-12-07,3,7.8,4.7,18.6,38.5,68,3.5,0.8,0.0,0.0,0.0,0.78,6.25,3.0999999999999996,0.0,0,12,2009,winter,1
2009-12-08,53,7.7,5.3,16.3,29.5,68,4.8,2.0,0.0,5.0,0.0,0.35,6.5,2.4000000000000004,5.0,1,12,2009,winter,1
2009-12-09,51,8.8,3.6,13.5,27.4,72,6.1,0.4,0.0,0.9,0.0,0.48,6.2,5.200000000000001,0.9,2,12,2009,winter,1
2009-12-10,2,8.7,3.7,10.8,23.4,68,5.8,0.7,0.0,0.0,0.0,0.63,6.199999999999999,4.999999999999999,0.0,3,12,2009,winter,1
2009-12-11,51,7.2,2.3,11.6,25.2,65,4.2,-0.9,0.0,1.1,0.0,0.48,4.75,4.9,1.1,4,12,2009,winter,1
2009-12-12,61,8.1,5.5,11.4,28.1,50,6.7,2.7,0.0,16.5,0.0,0.27,6.8,2.5999999999999996,16.5,5,12,2009,winter,1
2009-12-13,73,6.5,2.4,20.8,38.2,22,4.5,-2.4,0.0,16.6,1.68,0.19,4.45,4.1,16.6,6,12,2009,winter,1
2009-12-14,75,1.8,-0.5,22.8,43.9,350,-1.4,-5.9,0.0,1.7,10.01,0.36,0.65,2.3,1.7,0,12,2009,winter,1
2009-12-15,73,3.8,1.4,10.9,19.8,87,1.6,-1.6,0.0,0.0,3.08,0.32,2.5999999999999996,2.4,0.0,1,12,2009,winter,0
2009-12-16,71,4.4,1.6,21.0,36.0,72,0.1,-2.7,0.0,0.7,0.63,0.39,3.0,2.8000000000000003,0.7,2,12,2009,winter,1
2009-12-17,51,10.5,4.3,17.3,36.4,98,8.2,0.1,0.0,2.1,0.0,0.54,7.4,6.2,2.1,3,12,2009,winter,1
2009-12-18,51,9.5,8.2,11.0,24.1,98,8.2,6.2,0.0,1.3,0.0,0.33,8.85,1.3000000000000007,1.3,4,12,2009,winter,1
2009-12-19,61,10.6,5.5,25.5,55.1,187,7.8,2.0,0.0,6.9,0.0,0.45,8.05,5.1,6.9,5,12,2009,winter,1
2009-12-20,61,13.0,5.5,29.3,57.6,165,8.5,1.3,0.0,3.5,0.0,1.22,9.25,7.5,3.5,6,12,2009,winter,1
2009-12-21,61,13.3,0.1,32.9,66.6,226,8.4,-4.5,0.0,5.5,0.0,0.97,6.7,13.200000000000001,5.5,0,12,2009,winter,1
2009-12-22,3,3.5,-1.4,13.6,27.4,49,0.1,-4.7,0.0,0.0,0.0,0.67,1.05,4.9,0.0,1,12,2009,winter,1
2009-12-23,3,8.5,1.5,10.8,17.3,100,6.1,-1.5,0.0,0.0,0.0,0.7,5.0,7.0,0.0,2,12,2009,winter,0
2009-12-24,51,11.4,7.2,18.4,35.6,166,9.3,4.8,0.0,0.6,0.0,0.44,9.3,4.2,0.6,3,12,2009,winter,1
2009-12-25,3,12.3,10.5,17.8,36.0,183,10.3,8.0,0.0,0.0,0.0,0.71,11.4,1.8000000000000007,0.0,4,12,2009,winter,1
2009-12-26,55,11.6,11.0,28.5,55.8,184,8.6,7.1,0.0,8.5,0.0,0.43,11.3,0.5999999999999996,8.5,5,12,2009,winter,1
2009-12-27,55,11.3,6.3,19.8,38.5,288,9.1,3.2,0.0,1.8,0.0,0.64,8.8,5.000000000000001,1.8,6,12,2009,winter,1
2009-12-28,55,13.3,8.5,33.2,67.7,168,9.6,6.0,0.0,7.7,0.0,0.84,10.9,4.800000000000001,7.7,0,12,2009,winter,1
2009-12-29,55,12.4,7.9,27.8,60.8,233,8.4,3.5,0.0,2.9,0.0,1.1,10.15,4.5,2.9,1,12,2009,winter,1
2009-12-30,3,7.7,5.6,20.6,41.0,245,3.9,1.9,0.0,0.0,0.0,1.17,6.65,2.1000000000000005,0.0,2,12,2009,winter,1
2009-12-31,53,10.1,7.6,36.6,71.6,187,4.3,3.5,0.0,1.0,0.0,1.34,8.85,2.5,1.0,3,12,2009,winter,1
2010-01-01,53,12.3,9.6,36.3,73.8,184,7.3,3.8,0.0,3.9,0.0,1.22,10.95,2.700000000000001,3.9,4,1,2010,winter,1
2010-01-02,61,13.4,10.1,30.3,64.4,197,9.2,6.5,0.0,8.9,0.0,0.91,11.75,3.3000000000000007,8.9,5,1,2010,winter,1
2010-01-03,55,9.6,2.0,21.6,49.0,277,6.3,-2.1,0.0,3.3,0.0,0.47,5.8,7.6,3.3,6,1,2010,winter,1
2010-01-04,73,1.9,-1.2,14.8,30.6,30,-1.2,-5.3,0.0,0.0,3.22,0.41,0.35,3.0999999999999996,0.0,0,1,2010,winter,1
2010-01-05,71,2.9,-1.5,8.0,16.6,102,-0.2,-5.0,0.0,0.0,0.07,0.49,0.7,4.4,0.0,1,1,2010,winter,0
2010-01-06,51,8.4,-0.2,16.4,29.9,108,4.7,-3.7,0.0,0.2,0.0,0.9,4.1000000000000005,8.6,0.2,2,1,2010,winter,1
2010-01-07,55,11.1,8.1,18.2,38.2,156,8.8,4.9,0.0,2.5,0.0,0.72,9.6,3.0,2.5,3,1,2010,winter,1
2010-01-08,55,11.8,8.2,18.6,38.2,191,11.5,6.7,0.0,5.8,0.0,0.49,10.0,3.6000000000000014,5.8,4,1,2010,winter,1
2010-01-09,3,13.2,7.6,10.7,20.9,119,11.5,5.9,0.0,0.0,0.0,0.88,10.399999999999999,5.6,0.0,5,1,2010,winter,1
2010-01-10,3,13.4,10.8,13.3,27.0,119,11.4,7.7,0.0,0.0,0.0,1.19,12.100000000000001,2.5999999999999996,0.0,6,1,2010,winter,1
2010-01-11,53,12.0,9.3,15.5,30.6,137,10.9,6.6,0.0,1.8,0.0,1.06,10.65,2.6999999999999993,1.8,0,1,2010,winter,1
2010-01-12,53,10.1,8.5,18.7,38.9,205,7.7,5.7,0.0,4.6,0.0,0.57,9.3,1.5999999999999996,4.6,1,1,2010,winter,1
2010-01-13,3,12.1,5.7,7.3,18.4,94,10.4,3.8,0.0,0.0,0.0,0.86,8.9,6.3999999999999995,0.0,2,1,2010,winter,0
2010-01-14,61,9.8,7.3,14.1,28.4,101,7.6,4.7,0.0,8.5,0.0,0.39,8.55,2.500000000000001,8.5,3,1,2010,winter,1
2010-01-15,3,8.7,4.8,9.4,22.0,296,6.7,2.3,0.0,0.0,0.0,0.53,6.75,3.8999999999999995,0.0,4,1,2010,winter,1
2010-01-16,71,6.8,3.6,15.9,30.2,70,4.2,-0.2,0.0,2.0,0.07,0.43,5.2,3.1999999999999997,2.0,5,1,2010,winter,1
2010-01-17,71,3.3,-1.3,23.2,46.8,60,-0.6,-6.8,0.0,0.0,0.21,0.67,0.9999999999999999,4.6,0.0,6,1,2010,winter,1
2010-01-18,3,4.5,-1.0,26.9,50.4,70,-0.9,-6.4,0.0,0.0,0.0,1.0,1.75,5.5,0.0,0,1,2010,winter,1
2010-01-19,51,3.2,-0.1,32.3,63.0,69,-3.4,-6.8,0.0,0.1,0.0,0.81,1.55,3.3000000000000003,0.1,1,1,2010,winter,1
2010-01-20,51,5.4,0.5,27.2,54.0,72,1.4,-5.9,0.0,1.2,0.0,0.68,2.95,4.9,1.2,2,1,2010,winter,1
2010-01-21,53,4.9,2.3,16.2,33.1,77,1.9,-1.9,0.0,6.3,0.0,0.27,3.6,2.6000000000000005,6.3,3,1,2010,winter,1
2010-01-22,71,4.8,-1.1,9.4,17.3,47,2.3,-4.5,0.0,1.3,0.56,0.38,1.8499999999999999,5.9,1.3,4,1,2010,winter,0
2010-01-23,75,0.6,-3.1,21.3,39.2,48,-4.4,-8.6,0.0,0.0,5.6,0.39,-1.25,3.7,0.0,5,1,2010,winter,1
2010-01-24,75,-2.9,-10.4,20.1,38.2,26,-8.5,-15.1,0.0,0.0,6.23,0.26,-6.65,7.5,0.0,6,1,2010,winter,1
2010-01-25,3,-9.7,-12.3,12.7,28.4,38,-14.3,-17.3,0.0,0.0,0.0,0.28,-11.0,2.6000000000000014,0.0,0,1,2010,winter,1
2010-01-26,3,-5.6,-10.3,7.2,15.8,55,-9.7,-14.5,0.0,0.0,0.0,0.48,-7.95,4.700000000000001,0.0,1,1,2010,winter,0
2010-01-27,3,-7.6,-11.0,10.4,20.2,89,-11.4,-15.6,0.0,0.0,0.0,0.44,-9.3,3.4000000000000004,0.0,2,1,2010,winter,1
2010-01-28,73,2.4,-7.9,13.7,26.3,87,-0.4,-12.5,0.0,0.1,3.78,0.34,-2.75,10.3,0.1,3,1,2010,winter,1
2010-01-29,71,8.7,2.9,35.9,67.7,179,3.4,0.1,0.0,5.0,0.07,0.72,5.8,5.799999999999999,5.0,4,1,2010,winter,1
2010-01-30,53,8.3,3.6,23.6,50.0,150,5.8,1.8,0.0,5.0,0.0,0.36,5.95,4.700000000000001,5.0,5,1,2010,winter,1
2010-01-31,3,13.6,8.7,13.8,31.7,131,11.0,6.3,0.0,0.0,0.0,1.24,11.149999999999999,4.9,0.0,6,1,2010,winter,1
2010-02-01,61,11.2,8.4,23.7,51.8,190,8.5,5.7,0.0,4.1,0.0,0.82,9.8,2.799999999999999,4.1,0,2,2010,winter,1
2010-02-02,51,10.6,2.7,21.3,43.6,176,8.2,-0.8,0.0,0.3,0.0,0.74,6.65,7.8999999999999995,0.3,1,2,2010,winter,1
2010-02-03,3,11.7,2.9,16.6,33.1,78,8.7,-0.6,0.0,0.0,0.0,1.15,7.3,8.799999999999999,0.0,2,2,2010,winter,1
2010-02-04,71,5.8,2.6,13.2,38.2,89,3.7,-1.0,0.0,4.4,0.07,0.48,4.2,3.1999999999999997,4.4,3,2,2010,winter,1
2010-02-05,3,2.5,-6.2,35.3,69.8,56,-1.5,-13.3,0.0,0.0,0.0,0.81,-1.85,8.7,0.0,4,2,2010,winter,1
2010-02-06,71,-3.2,-8.3,30.9,61.6,62,-8.8,-16.0,0.0,0.0,0.56,0.84,-5.75,5.1000000000000005,0.0,5,2,2010,winter,1
2010-02-07,73,7.6,-3.7,14.4,27.0,88,4.0,-8.4,0.0,0.0,2.24,0.82,1.9499999999999997,11.3,0.0,6,2,2010,winter,1
2010-02-08,3,10.1,2.8,18.1,34.6,98,6.6,-1.2,0.0,0.0,0.0,1.23,6.449999999999999,7.3,0.0,0,2,2010,winter,1
2010-02-09,51,9.3,6.6,15.9,32.4,109,6.4,3.1,0.0,1.2,0.0,0.78,7.95,2.700000000000001,1.2,1,2,2010,winter,1
2010-02-10,51,8.8,3.1,11.6,22.7,105,6.4,-0.2,0.0,0.3,0.0,0.84,5.95,5.700000000000001,0.3,2,2,2010,winter,1
2010-02-11,3,8.0,1.7,23.1,43.2,79,3.2,-2.8,0.0,0.0,0.0,1.27,4.85,6.3,0.0,3,2,2010,winter,1
2010-02-12,53,8.1,1.9,21.5,45.7,85,4.0,-3.3,0.0,4.4,0.0,0.94,5.0,6.199999999999999,4.4,4,2,2010,winter,1
2010-02-13,51,12.5,6.7,19.0,43.2,109,8.9,3.6,0.0,0.8,0.0,1.54,9.6,5.8,0.8,5,2,2010,winter,1
2010-02-14,61,11.5,7.8,32.4,64.4,189,8.1,5.4,0.0,4.1,0.0,1.3,9.65,3.7,4.1,6,2,2010,winter,1
2010-02-15,61,13.7,7.8,32.1,54.0,164,10.7,5.5,0.0,3.0,0.0,1.2,10.75,5.8999999999999995,3.0,0,2,2010,winter,1
2010-02-16,55,11.1,5.7,35.5,73.4,245,7.7,0.1,0.0,1.4,0.0,1.31,8.4,5.3999999999999995,1.4,1,2,2010,winter,1
2010-02-17,51,9.0,4.6,12.7,24.8,6,6.8,1.1,0.0,0.2,0.0,1.1,6.8,4.4,0.2,2,2,2010,winter,1
2010-02-18,71,7.4,4.0,14.8,29.9,73,4.6,0.3,0.0,2.4,0.28,0.54,5.7,3.4000000000000004,2.4,3,2,2010,winter,1
2010-02-19,53,10.0,7.3,10.1,22.3,106,9.4,5.0,0.0,5.2,0.0,0.36,8.65,2.7,5.2,4,2,2010,winter,1
2010-02-20,51,11.7,7.8,35.3,70.2,180,6.6,4.7,0.0,0.3,0.0,1.26,9.75,3.8999999999999995,0.3,5,2,2010,winter,1
2010-02-21,61,12.8,9.8,35.3,69.1,183,8.0,5.3,0.0,6.6,0.0,1.52,11.3,3.0,6.6,6,2,2010,winter,1
2010-02-22,51,9.7,4.3,25.8,50.0,274,7.1,-0.6,0.0,0.3,0.0,0.97,7.0,5.3999999999999995,0.3,0,2,2010,winter,1
2010-02-23,3,8.0,0.6,8.8,19.4,114,5.1,-2.5,0.0,0.0,0.0,1.56,4.3,7.4,0.0,1,2,2010,winter,0
2010-02-24,3,9.9,2.1,11.6,25.9,93,6.5,-1.7,0.0,0.0,0.0,1.74,6.0,7.800000000000001,0.0,2,2,2010,winter,1
2010-02-25,2,10.6,1.7,20.6,39.2,74,5.8,-2.4,0.0,0.0,0.0,2.06,6.1499999999999995,8.9,0.0,3,2,2010,winter,1
2010-02-26,3,8.2,1.0,22.1,43.2,66,3.1,-3.9,0.0,0.0,0.0,1.73,4.6,7.199999999999999,0.0,4,2,2010,winter,1
2010-02-27,3,10.6,1.0,14.2,29.2,65,7.6,-3.2,0.0,0.0,0.0,1.45,5.8,9.6,0.0,5,2,2010,winter,1
2010-02-28,3,11.1,2.6,13.9,31.0,63,7.8,-0.9,0.0,0.0,0.0,1.58,6.85,8.5,0.0,6,2,2010,winter,1
2010-03-01,3,10.4,1.6,14.5,33.5,155,7.8,-1.3,0.0,0.0,0.0,1.26,6.0,8.8,0.0,0,3,2010,spring,1
2010-03-02,53,9.8,7.8,12.5,23.4,102,8.3,5.3,0.0,5.0,0.0,0.64,8.8,2.000000000000001,5.0,1,3,2010,spring,1
2010-03-03,71,8.1,3.7,20.5,40.3,13,5.5,-0.5,0.0,16.0,0.21,0.37,5.9,4.3999999999999995,16.0,2,3,2010,spring,1
2010-03-04,51,7.3,3.4,15.9,31.3,276,4.1,0.0,0.0,0.4,0.0,1.63,5.35,3.9,0.4,3,3,2010,spring,1
2010-03-05,51,7.6,3.8,19.9,41.8,78,3.0,-0.5,0.0,0.4,0.0,1.18,5.699999999999999,3.8,0.4,4,3,2010,spring,1
2010-03-06,55,8.8,5.5,23.5,44.6,201,6.2,2.3,0.0,4.5,0.0,0.65,7.15,3.3000000000000007,4.5,5,3,2010,spring,1
2010-03-07,53,6.2,2.7,30.1,70.9,248,2.4,-1.1,0.0,4.4,0.0,1.37,4.45,3.5,4.4,6,3,2010,spring,1
2010-03-08,73,5.4,1.4,18.6,36.0,1,1.2,-3.7,0.0,0.0,0.35,1.48,3.4000000000000004,4.0,0.0,0,3,2010,spring,1
2010-03-09,73,2.6,0.3,29.2,56.2,61,-3.2,-5.6,0.0,8.0,4.9,0.62,1.45,2.3000000000000003,8.0,1,3,2010,spring,1
2010-03-10,71,1.4,-1.7,18.5,41.4,7,-3.1,-6.3,0.0,3.2,0.49,0.82,-0.15000000000000002,3.0999999999999996,3.2,2,3,2010,spring,1
2010-03-11,3,6.3,-3.0,23.8,49.0,71,0.9,-8.3,0.0,0.0,0.0,1.57,1.65,9.3,0.0,3,3,2010,spring,1
2010-03-12,3,9.2,2.8,19.0,40.0,218,6.9,-1.0,0.0,0.0,0.0,1.09,6.0,6.3999999999999995,0.0,4,3,2010,spring,1
2010-03-13,51,9.5,6.4,25.6,52.9,238,5.2,2.7,0.0,0.4,0.0,1.35,7.95,3.0999999999999996,0.4,5,3,2010,spring,1
2010-03-14,51,8.0,3.7,20.2,45.0,249,4.0,0.9,0.0,2.1,0.0,1.24,5.85,4.3,2.1,6,3,2010,spring,1
2010-03-15,3,9.1,3.7,8.2,19.4,255,6.7,0.9,0.0,0.0,0.0,1.71,6.4,5.3999999999999995,0.0,0,3,2010,spring,0
2010-03-16,71,5.0,-0.4,25.5,52.2,282,1.7,-4.7,0.0,1.3,0.14,1.31,2.3,5.4,1.3,1,3,2010,spring,1
2010-03-17,75,5.5,0.5,34.5,72.7,225,-0.7,-4.2,0.0,3.5,4.9,1.3,3.0,5.0,3.5,2,3,2010,spring,1
2010-03-18,71,5.7,0.4,18.3,42.1,245,1.2,-4.2,0.0,3.3,0.14,1.99,3.0500000000000003,5.3,3.3,3,3,2010,spring,1
2010-03-19,51,6.9,1.9,11.7,24.1,263,4.6,-1.1,0.0,0.5,0.0,1.94,4.4,5.0,0.5,4,3,2010,spring,1
2010-03-20,3,8.6,3.8,21.9,44.3,212,4.3,0.4,0.0,0.0,0.0,1.84,6.199999999999999,4.8,0.0,5,3,2010,spring,1
2010-03-21,3,10.0,5.5,27.9,56.2,193,5.2,1.8,0.0,0.0,0.0,1.98,7.75,4.5,0.0,6,3,2010,spring,1
2010-03-22,3,11.9,7.9,26.4,53.3,199,7.6,3.7,0.0,0.0,0.0,2.02,9.9,4.0,0.0,0,3,2010,spring,1
2010-03-23,3,10.7,4.6,13.3,31.7,341,8.2,1.7,0.0,0.0,0.0,2.03,7.6499999999999995,6.1,0.0,1,3,2010,spring,1
2010-03-24,3,15.0,3.1,10.5,22.3,45,14.3,0.1,0.0,0.0,0.0,2.63,9.05,11.9,0.0,2,3,2010,spring,1
2010-03-25,0,13.1,5.4,21.1,43.2,33,9.7,2.1,0.0,0.0,0.0,2.71,9.25,7.699999999999999,0.0,3,3,2010,spring,1
2010-03-26,1,12.2,4.2,31.6,62.3,61,7.0,-1.2,0.0,0.0,0.0,2.82,8.2,7.999999999999999,0.0,4,3,2010,spring,1
2010-03-27,1,13.9,4.0,24.8,50.0,76,12.2,-0.3,0.0,0.0,0.0,2.86,8.95,9.9,0.0,5,3,2010,spring,1
2010-03-28,0,15.3,6.6,13.0,31.0,81,13.8,4.2,0.0,0.0,0.0,2.8,10.95,8.700000000000001,0.0,6,3,2010,spring,1
2010-03-29,51,13.2,8.3,17.7,47.2,170,10.7,6.6,0.0,0.5,0.0,2.12,10.75,4.899999999999999,0.5,0,3,2010,spring,1
2010-03-30,3,13.7,6.5,9.8,20.9,332,12.4,4.9,0.0,0.0,0.0,2.02,10.1,7.199999999999999,0.0,1,3,2010,spring,1
2010-03-31,51,13.6,7.1,8.0,16.2,259,12.9,5.3,0.0,0.2,0.0,1.94,10.35,6.5,0.2,2,3,2010,spring,0
2010-04-01,51,13.1,8.0,10.5,24.8,136,11.2,5.9,0.0,0.2,0.0,1.6,10.55,5.1,0.2,3,4,2010,spring,1
