FPR;TPR;Threshold;AUC
0,0;0,0;inf;0,9815283291854465
0,0;3,457456003872351e-05;0,9976963495403427;0,9815283291854465
0,0;0,00041489472046468207;0,9974812451742509;0,9815283291854465
0,0;0,0004840438405421291;0,9974756169687096;0,9815283291854465
0,0;0,0011409604812778757;0,9973991831289492;0,9815283291854465
0,0;0,0012101096013553228;0,9973974614937939;0,9815283291854465
0,0;0,0014521315216263872;0,9973687738185874;0,9815283291854465
0,0;0,0015212806417038342;0,9973674415523487;0,9815283291854465
0,0;0,002178197282439581;0,9973025350664503;0,9815283291854465
0,0;0,002316495522594475;0,9972993414799186;0,9815283291854465
0,0;0,0030425612834076685;0,9972743789213306;0,9815283291854465
0,0;0,0031808595235625625;0,9972672323454027;0,9815283291854465
0,0;0,004114372644608098;0,9972362579062651;0,9815283291854465
0,0;0,004183521764685544;0,997234942868481;0,9815283291854465
0,0;0,004667565605227674;0,9972177812886373;0,9815283291854465
0,0;0,00473671472530512;0,9972172539266152;0,9815283291854465
0,0;0,005393631366040867;0,9971969269663541;0,9815283291854465
0,0;0,005462780486118314;0,9971961285205042;0,9815283291854465
0,0;0,005531929606195761;0,9971941733962075;0,9815283291854465
0,0;0,005601078726273208;0,9971936391387909;0,9815283291854465
0,0;0,006223420806970231;0,9971822711543527;0,9815283291854465
0,0;0,006292569927047679;0,997181639568031;0,9815283291854465
0,0;0,006742039207551084;0,9971729460630405;0,9815283291854465
0,0;0,006811188327628531;0,99717229087875;0,9815283291854465
0,0;0,006914912007744701;0,997171642389076;0,9815283291854465
0,0;0,0069840611278221484;0,9971716331884029;0,9815283291854465
0,0;0,008436192649448535;0,9971445119259447;0,9815283291854465
0,0;0,008539916329564707;0,997143933013735;0,9815283291854465
0,0;0,010095771531307264;0,9971120307162311;0,9815283291854465
0,0;0,010164920651384711;0,9971120146658672;0,9815283291854465
0,0;0,011133008332468969;0,9970950001788076;0,9815283291854465
0,0;0,011202157452546416;0,9970946178375985;0,9815283291854465
0,0;0,011513328492894928;0,9970888198312573;0,9815283291854465
0,0;0,011582477612972375;0,9970881287798163;0,9815283291854465
0,0;0,012861736334405145;0,997070618615134;0,9815283291854465
0,0;0,012930885454482592;0,997069734102659;0,9815283291854465
0,0;0,013103758254676209;0,997067439909471;0,9815283291854465
0,0;0,013242056494831103;0,9970670291317758;0,9815283291854465
0,0;0,013726100335373232;0,9970606457918726;0,9815283291854465
0,0;0,013829824015489402;0,9970586918026444;0,9815283291854465
0,0;0,014071845935760467;0,9970567893905115;0,9815283291854465
0,0;0,014140995055837914;0,9970561656887165;0,9815283291854465
0,0;0,015212806417038344;0,9970412422127519;0,9815283291854465
0,0;0,015351104657193236;0,9970411238188991;0,9815283291854465
0,0;0,017010683539051965;0,9970182044631257;0,9815283291854465
0,0;0,017183556339245582;0,9970163900438869;0,9815283291854465
0,0;0,01773674929986516;0,9970096217871495;0,9815283291854465
0,0;0,017805898419942606;0,9970090559966537;0,9815283291854465
0,0;0,01801334578017495;0,9970051844546507;0,9815283291854465
0,0;0,018082494900252395;0,9970048464175992;0,9815283291854465
0,0;0,01953462642187878;0,9969923027249753;0,9815283291854465
0,0;0,01960377554195623;0,9969919293154348;0,9815283291854465
0,0;0,019638350101994953;0,9969917957405222;0,9815283291854465
0,0;0,01974207378211112;0,9969916211997165;0,9815283291854465
0,0;0,020156968502575805;0,9969890571489519;0,9815283291854465
0,0;0,02022611762265325;0,9969880827618879;0,9815283291854465
0,0;0,020329841302769422;0,9969863679789716;0,9815283291854465
0,0;0,02039899042284687;0,996986323971855;0,9815283291854465
0,0;0,020675586903156656;0,9969832935838988;0,9815283291854465
0,0;0,02081388514331155;0,9969830260302263;0,9815283291854465
0,0;0,022058569304705598;0,9969697484334152;0,9815283291854465
0,0;0,022127718424783043;0,9969696407431218;0,9815283291854465
0,0;0,022611762265325172;0,9969648901866922;0,9815283291854465
0,0;0,02268091138540262;0,9969647971539398;0,9815283291854465
0,0;0,022750060505480067;0,9969644571689302;0,9815283291854465
0,0;0,022819209625557516;0,9969640289096736;0,9815283291854465
0,0;0,023718148186564324;0,9969582288067101;0,9815283291854465
0,0;0,023821871866680496;0,996958220175844;0,9815283291854465
0,0;0,023925595546796668;0,9969574425881765;0,9815283291854465
0,0;0,024029319226912836;0,996957247224051;0,9815283291854465
0,0;0,024409639387338797;0,9969523895164127;0,9815283291854465
0,0;0,024478788507416242;0,9969522993446619;0,9815283291854465
0,0;0,02492825778791965;0,996946469601467;0,9815283291854465
0,0;0,02503198146803582;0,9969461809277707;0,9815283291854465
0,0;0,025066556028074543;0,99694618009075;0,9815283291854465
0,0;0,025274003388306883;0,9969461076109711;0,9815283291854465
0,0;0,025550599868616672;0,9969437913752691;0,9815283291854465
0,0;0,025688898108771566;0,9969430538302678;0,9815283291854465
0,0;0,025861770908965184;0,9969412740093349;0,9815283291854465
0,0;0,026000069149120078;0,9969410834565918;0,9815283291854465
0,0;0,0260346437091588;0,9969403264867295;0,9815283291854465
0,0;0,026103792829236246;0,9969399147462783;0,9815283291854465
0,0;0,02672613490993327;0,9969359219576883;0,9815283291854465
0,0;0,02682985859004944;0,9969358901976811;0,9815283291854465
0,0;0,026933582270165613;0,9969349360271423;0,9815283291854465
0,0;0,02700273139024306;0,9969346886485719;0,9815283291854465
0,0;0,02759049891090136;0,9969308852144668;0,9815283291854465
0,0;0,027659648030978805;0,996930739909114;0,9815283291854465
0,0;0,027832520831172422;0,9969288291327328;0,9815283291854465
0,0;0,02790166995124987;0,9969285334563546;0,9815283291854465
0,0;0,0289734813124503;0,9969210759105073;0,9815283291854465
0,0;0,029042630432527746;0,9969203549645154;0,9815283291854465
0,0;0,029215503232721363;0,9969194323458203;0,9815283291854465
0,0;0,029284652352798812;0,9969193639978093;0,9815283291854465
0,0;0,029906994433495832;0,996914199550558;0,9815283291854465
0,0;0,02997614355357328;0,9969137637709726;0,9815283291854465
0,0;0,030218165473844344;0,9969125703695572;0,9815283291854465
0,0;0,03035646371399924;0,9969122650351635;0,9815283291854465
0,0;0,030771358434463922;0,9969098087596177;0,9815283291854465
0,0;0,030840507554541367;0,9969091400527867;0,9815283291854465
0,0;0,031186253154928605;0,996906662508436;0,9815283291854465
0,0;0,03125540227500605;0,9969063582893279;0,9815283291854465
0,0;0,03170487155550945;0,9969016987343942;0,9815283291854465
0,0;0,031774020675586906;0,9969013972562178;0,9815283291854465
0,0;0,03205061715589669;0,996899090730163;0,9815283291854465
0,0;0,03211976627597414;0,9968990460596118;0,9815283291854465
0,0;0,03215434083601286;0,9968989112014981;0,9815283291854465
0,0;0,03222348995609031;0,9968988623127012;0,9815283291854465
0,0;0,032500086436400094;0,9968961388768015;0,9815283291854465
0,0;0,03263838467655499;0,99689603259384;0,9815283291854465
0,0;0,0330878539570584;0,996893273352565;0,9815283291854465
0,0;0,033157003077135844;0,996892997407357;0,9815283291854465
0,0;0,033399024997406906;0,9968912140837594;0,9815283291854465
0,0;0,03346817411748435;0,9968905756613623;0,9815283291854465
0,0;0,03364104691767797;0,996888933829959;0,9815283291854465
0,0;0,03374477059779414;0,9968888608651881;0,9815283291854465
0,0;0,03426338899837499;0,9968869680893255;0,9815283291854465
0,0;0,034332538118452445;0,996886638189642;0,9815283291854465
0,0;0,034367112678491164;0,9968864632988288;0,9815283291854465
0,0;0,03450541091864606;0,9968862957182555;0,9815283291854465
0,0;0,03457456003872351;0,9968859698607777;0,9815283291854465
0,0;0,03464370915880095;0,9968854802103587;0,9815283291854465
0,0;0,034747432838917125;0,9968840013081881;0,9815283291854465
0,0;0,034885731079072016;0,996883498177357;0,9815283291854465
0,0;0,03526605123949798;0,9968810072433674;0,9815283291854465
0,0;0,03533520035957542;0,9968809547249878;0,9815283291854465
0,0;0,03550807315976904;0,9968797789734419;0,9815283291854465
0,0;0,03557722227984649;0,9968796179197515;0,9815283291854465
0,0;0,03606126612038862;0,9968771139054913;0,9815283291854465
0,0;0,03613041524046606;0,9968770885135068;0,9815283291854465
0,0;0,03685648100127926;0,9968730768204581;0,9815283291854465
0,0;0,0369256301213567;0,9968729923741491;0,9815283291854465
0,0;0,03713307748158905;0,9968720903273129;0,9815283291854465
0,0;0,03720222660166649;0,9968715058007026;0,9815283291854465
0,0;0,03775541956228607;0,9968672438813009;0,9815283291854465
0,0;0,03785914324240224;0,9968671002004457;0,9815283291854465
0,0;0,0386889326833316;0,996860661845217;0,9815283291854465
0,0;0,038758081803409054;0,9968601498488568;0,9815283291854465
0,0;0,03900010372368012;0,9968584272494727;0,9815283291854465
0,0;0,03913840196383501;0,9968583463925512;0,9815283291854465
0,0;0,03920755108391246;0,9968582764987981;0,9815283291854465
0,0;0,039276700203989906;0,9968581793090793;0,9815283291854465
0,0;0,03979531860457076;0,9968540736330492;0,9815283291854465
0,0;0,0398644677246482;0,9968539516860875;0,9815283291854465
0,0;0,040348511565190336;0,9968517980054865;0,9815283291854465
0,0;0,04041766068526778;0,996851796644826;0,9815283291854465
0,0;0,0404522352453065;0,9968513846061314;0,9815283291854465
0,0;0,04052138436538395;0,9968513751769262;0,9815283291854465
0,0;0,04072883172561629;0,9968504554189737;0,9815283291854465
0,0;0,04079798084569374;0,9968503737727183;0,9815283291854465
0,0;0,041178301006119696;0,996848316099394;0,9815283291854465
0,0;0,04124745012619714;0,996847845728786;0,9815283291854465
0,0;0,04135117380631331;0,9968475189444991;0,9815283291854465
0,0;0,041454897486429484;0,99684701861155;0,9815283291854465
0,0;0,041835217646855445;0,9968433391462295;0,9815283291854465
0,0;0,04190436676693289;0,99684329518459;0,9815283291854465
0,0;0,04245755972755247;0,9968407667205407;0,9815283291854465
0,0;0,042526708847629914;0,9968406656285997;0,9815283291854465
0,0;0,04325277460844311;0,9968375133592257;0,9815283291854465
0,0;0,043391072848598;0,9968374500022973;0,9815283291854465
0,0;0,04349479652871417;0,9968368112541376;0,9815283291854465
0,0;0,04356394564879162;0,996836276647814;0,9815283291854465
0,0;0,044393735089720984;0,9968314193429714;0,9815283291854465
0,0;0,044497458769837156;0,9968313465612612;0,9815283291854465
0,0;0,0452926736507278;0,9968264050596854;0,9815283291854465
0,0;0,04539639733084397;0,9968262308773898;0,9815283291854465
0,0;0,046260761331812054;0,996821505192901;0,9815283291854465
0,0;0,0463299104518895;0,9968214250891487;0,9815283291854465
0,0;0,04702140165266397;0,9968164972150129;0,9815283291854465
0,0;0,047090550772741414;0,9968163419170494;0,9815283291854465
0,0;0,04754002005324482;0,9968140126787892;0,9815283291854465
0,0;0,047609169173322266;0,9968139121487495;0,9815283291854465
0,0;0,04771289285343844;0,996813421070115;0,9815283291854465
0,0;0,04781661653355461;0,996813113549802;0,9815283291854465
0,0;0,048266085814058016;0,9968107139101093;0,9815283291854465
0,0;0,04833523493413546;0,9968107001478097;0,9815283291854465
0,0;0,04847353317429036;0,9968104173435317;0,9815283291854465
0,0;0,048542682294367805;0,9968101142472221;0,9815283291854465
0,0;0,04878470421463887;0,9968090764312365;0,9815283291854465
0,0;0,048923002454793765;0,9968089405698789;0,9815283291854465
0,0;0,04909587525498738;0,9968074415230858;0,9815283291854465
0,0;0,04916502437506483;0,9968074359688827;0,9815283291854465
0,0;0,04937247173529717;0,9968066371518336;0,9815283291854465
0,0;0,04944162085537462;0,9968065194425666;0,9815283291854465
0,0;0,04957991909552951;0,9968062085865749;0,9815283291854465
0,0;0,049649068215606953;0,9968060917152135;0,9815283291854465
0,0;0,049752791895723125;0,9968058662639036;0,9815283291854465
0,0;0,04982194101580057;0,9968056425292198;0,9815283291854465
0,0;0,04989109013587802;0,9968053521088031;0,9815283291854465
0,0;0,04992566469591674;0,9968053491687585;0,9815283291854465
0,0;0,050029388376032914;0,996804948058279;0,9815283291854465
0,0;0,05023683573626526;0,9968045263352735;0,9815283291854465
0,0;0,0503059848563427;0,9968044235335933;0,9815283291854465
0,0;0,05210386197835633;0,9967959234577374;0,9815283291854465
0,0;0,05220758565847249;0,9967958064157869;0,9815283291854465
0,0;0,053106524219479305;0,9967908051608296;0,9815283291854465
0,0;0,05317567333955676;0,9967907446080704;0,9815283291854465
0,0;0,05352141893994399;0,9967889426935589;0,9815283291854465
0,0;0,05362514262006016;0,9967888507224099;0,9815283291854465
0,0;0,05365971718009888;0,9967888283382771;0,9815283291854465
0,0;0,053798015420253774;0,9967888165038375;0,9815283291854465
0,0;0,053867164540331226;0,9967884113929725;0,9815283291854465
0,0;0,0539708882204474;0,9967883055430661;0,9815283291854465
0,0;0,05424748470075718;0,9967870985004958;0,9815283291854465
0,0;0,05438578294091208;0,9967870179349682;0,9815283291854465
0,0;0,0548698267814542;0,9967854397289067;0,9815283291854465
0,0;0,054938975901531656;0,9967852990829307;0,9815283291854465
0,0;0,05635653286311932;0,9967791236322735;0,9815283291854465
0,0;0,05649483110327421;0,9967790780927653;0,9815283291854465
0,0;0,057497493344397195;0,996774757493384;0,9815283291854465
0,0;0,05756664246447464;0,9967745628724792;0,9815283291854465
0,0;0,05773951526466826;0,9967736419369673;0,9815283291854465
0,0;0,0578086643847457;0,9967735290892483;0,9815283291854465
0,0;0,05843100646544273;0,9967716195637255;0,9815283291854465
0,0;0,05850015558552017;0,9967715709055138;0,9815283291854465
0,0;0,05891505030598486;0,9967703823761237;0,9815283291854465
0,0;0,058984199426062305;0,9967703216388092;0,9815283291854465
0,0;0,05922622134633337;0,9967692675212483;0,9815283291854465
0,0;0,05932994502644954;0,9967692122342979;0,9815283291854465
0,0;0,05974483974691422;0,9967666850201784;0,9815283291854465
0,0;0,05984856342703039;0,9967666192810625;0,9815283291854465
0,0;0,060470905507727414;0,9967642267499164;0,9815283291854465
0,0;0,06054005462780486;0,9967639558892081;0,9815283291854465
0,0;0,06078207654807592;0,996763146038818;0,9815283291854465
0,0;0,060885800228192094;0,9967631134635148;0,9815283291854465
0,0;0,06143899318881167;0,9967601153476668;0,9815283291854465
0,0;0,06150814230888912;0,9967600657521185;0,9815283291854465
0,0;0,06175016422916019;0,9967590545140319;0,9815283291854465
0,0;0,06181931334923763;0,99675883131238;0,9815283291854465
0,0;0,06199218614943125;0,9967578147784535;0,9815283291854465
0,0;0,062061335269508695;0,9967577661492711;0,9815283291854465
0,0;0,06271825191024444;0,9967557910362095;0,9815283291854465
0,0;0,06278740103032189;0,9967557261915307;0,9815283291854465
0,0;0,06302942295059295;0,9967549759095656;0,9815283291854465
0,0;0,06313314663070912;0,9967548940784372;0,9815283291854465
0,0;0,06320229575078658;0,9967548805503468;0,9815283291854465
0,0;0,0632368703108253;0,9967546403602678;0,9815283291854465
0,0;0,06330601943090274;0,9967545263506262;0,9815283291854465
0,0;0,06337516855098019;0,9967544191489655;0,9815283291854465
0,0;0,06344431767105764;0,9967542633751904;0,9815283291854465
0,0;0,06413580887183211;0,9967515275538638;0,9815283291854465
0,0;0,06420495799190955;0,9967514235346917;0,9815283291854465
0,0;0,06437783079210317;0,99675012117723;0,9815283291854465
0,0;0,06448155447221934;0,99675002571013;0,9815283291854465
0,0;0,06506932199287764;0,9967469193889867;0,9815283291854465
0,0;0,06520762023303253;0,9967468862254529;0,9815283291854465
0,0;0,0660374096739619;0,9967433231950658;0,9815283291854465
0,0;0,06610655879403934;0,9967432570347255;0,9815283291854465
0,0;0,06652145351450403;0,9967406897322455;0,9815283291854465
0,0;0,06659060263458147;0,9967403488390721;0,9815283291854465
0,0;0,06665975175465892;0,996740248896233;0,9815283291854465
0,0;0,06672890087473637;0,9967402374240069;0,9815283291854465
0,0;0,06690177367492998;0,9967390894480102;0,9815283291854465
0,0;0,06704007191508488;0,9967388050452175;0,9815283291854465
0,0;0,06714379559520105;0,9967383872485241;0,9815283291854465
0,0;0,0672129447152785;0,9967380894577931;0,9815283291854465
